pid,title,journal_title,journal_area,year,period_3,credibility_revolution_screen_applicable,credibility_revolution_method_present,method_type,causal_design_quote,tough_call,method_class
S0101-33002006000100002,Uma pobreza diferente? Mudanças no padrão de consumo da população de baixa renda,Novos estudos CEBRAP,Ciência Política e Ciências Sociais,2006,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0101-33002006000200008,Religião como solvente: uma aula,Novos estudos CEBRAP,Ciência Política e Ciências Sociais,2006,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"""A religião universal de salvação individual desencalha pessoas de rotinas comunitárias estabelecidas e as desenreda das tramas já dadas de comunicação e subordinação"".",TRUE,diagnostic_not_design
S0101-33002006000200012,A conjuntura social brasileira revisitada,Novos estudos CEBRAP,Ciência Política e Ciências Sociais,2006,2005-2011,TRUE,FALSE,none_detected,“o aumento da receita com trabalhos ocasionais [...] e com transferência de renda [...] parece ter contribuído para compensar as quedas na renda familiar”,TRUE,diagnostic_not_design
S0101-33002006000300008,"Trabalho em transição: uma comparação entre São Paulo, Paris e Tóquio",Novos estudos CEBRAP,Ciência Política e Ciências Sociais,2006,2005-2011,TRUE,FALSE,none_detected,NA,FALSE,diagnostic_not_design
S0101-33002007000200009,A democratização dos Conselhos de Saúde: o paradoxo de atrair não aliados,Novos estudos CEBRAP,Ciência Política e Ciências Sociais,2007,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0101-33002007000300001,Transferência de renda no Brasil,Novos estudos CEBRAP,Ciência Política e Ciências Sociais,2007,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,“modelo probit estimado [...] que controla os efeitos de idade e composição familiar”,TRUE,diagnostic_not_design
S0101-33002007000300002,"Euforia e pessimismo: os ciclos de ativos, crédito e investimento da economia americana após 1982",Novos estudos CEBRAP,Ciência Política e Ciências Sociais,2007,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0101-33002008000100007,"O mercado de trabalho antes de 1930: emprego e ""desemprego"" na cidade de São Paulo",Novos estudos CEBRAP,Ciência Política e Ciências Sociais,2008,2005-2011,TRUE,FALSE,none_detected,“O excedente estrutural de força de trabalho explica apenas em parte a instabilidade do emprego e a flexibilidade salarial.”,TRUE,diagnostic_not_design
S0101-33002008000200003,Um novo futuro,Novos estudos CEBRAP,Ciência Política e Ciências Sociais,2008,2005-2011,TRUE,FALSE,none_detected,“O primeiro deles foi o do impacto da valorização do real nos mercados de câmbio [...] na estabilização da inflação em 2004.”,TRUE,diagnostic_not_design
S0101-33002008000200006,Estratégia partidária e preferência dos eleitores: as eleições municipais em São Paulo entre 1985 e 2004,Novos estudos CEBRAP,Ciência Política e Ciências Sociais,2008,2005-2011,TRUE,FALSE,none_detected,NA,FALSE,diagnostic_not_design
S0104-62762005000100001,"A tese da ""nova clivagem"" e a base social do apoio à direita radical",Opinião Pública,Ciência Política,2005,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,Tratamos neste estudo de modelos descritivos simples que medem os efeitos diretos das clivagens sociais no voto.,TRUE,diagnostic_not_design
S0104-62762005000100003,Desconfiança política na América Latina,Opinião Pública,Ciência Política,2005,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762005000100004,Bases de um novo contrato social? Impostos e Orçamento Participativo em Porto Alegre,Opinião Pública,Ciência Política,2005,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762005000100005,A consistência democrática na Venezuela em tempos de mudança política,Opinião Pública,Ciência Política,2005,2005-2011,TRUE,FALSE,none_detected,NA,FALSE,diagnostic_not_design
S0104-62762005000100007,Os grãos da discórdia e o trabalho da mídia,Opinião Pública,Ciência Política,2005,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762005000100008,As co-variatas políticas das mortes violentas,Opinião Pública,Ciência Política,2005,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Fazendo a partição dos dados de acordo com o regime político [...] a regressão linear simples, sem correção.",TRUE,diagnostic_not_design
S0104-62762005000100009,"Encarte de Dados de Opinião Pública - Ano 11, n&ordm; 1",Opinião Pública,Ciência Política,2005,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762005000200001,Teoria e institucionalização dos sistemas partidários após a terceira onda de democratização,Opinião Pública,Ciência Política,2005,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,Em uma regressão OLS com a volatilidade média dos países como a variável dependente e o IDH deles como a única variável independente.,TRUE,diagnostic_not_design
S0104-62762005000200002,Financiamento dos partidos e campanhas eleitorais na América Latina: uma análise comparada,Opinião Pública,Ciência Política,2005,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762005000200003,As câmaras municipais brasileiras: perfil de carreira e percepção sobre o processo decisório local,Opinião Pública,Ciência Política,2005,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762005000200004,Poder direcionador?: um estudo comparativo de opinião pública e distribuição de renda,Opinião Pública,Ciência Política,2005,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Uma vez que os dados são transversais, não é possível estabelecer definitivamente a direção da causalidade.",TRUE,diagnostic_not_design
S0104-62762005000200005,"Opinião pública, estratégia presidencial e ação do congresso no Brasil: ""quem manda?""",Opinião Pública,Ciência Política,2005,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"""Como não existem expectativas teóricas claras a respeito da direção da causalidade, submetemos inicialmente os dados a uma série de testes de causalidade de Granger bivariados.""",TRUE,diagnostic_not_design
S0104-62762005000200008,NA,Opinião Pública,Ciência Política,2005,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762006000100001,Os contornos da cidadania crítica: explorando a legitimidade democrática,Opinião Pública,Ciência Política,2006,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762006000100002,Determinantes das atitudes do eleitorado brasileiro com relação à privatização e aos serviços públicos,Opinião Pública,Ciência Política,2006,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,fizemos análises de regressão tomando como variável dependente cada uma das posições produzidas pela escala,TRUE,diagnostic_not_design
S0104-62762006000100003,Sobre o verdadeiro valor dos valores: fatores de impacto sobre as atitudes de tolerância política,Opinião Pública,Ciência Política,2006,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"“foram realizadas análises de regressão” para examinar “fontes ou determinantes”, sem explicitação de estratégia de identificação.",TRUE,diagnostic_not_design
S0104-62762006000100005,"A direita, a esquerda e a democracia: os valores políticos dos parlamentares paranaenses (1995-2002)",Opinião Pública,Ciência Política,2006,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762006000100006,Ideologia e partidos políticos: um estudo sobre coligações em Santa Catarina,Opinião Pública,Ciência Política,2006,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762006000200001,Confianza y participación en México: &iquest;dimensiones de la cooperación social y de la valoración del gobierno?,Opinião Pública,Ciência Política,2006,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762006000200002,"Diferenças de gênero na República Dominicana, 1994-2004: dois passos à frente, um passo para trás?",Opinião Pública,Ciência Política,2006,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,Para isso realizamos uma análise de regressão multivariada da escala de interesse por política.,TRUE,diagnostic_not_design
S0104-62762006000200004,Por quê confiamos nas instituições? O caso boliviano,Opinião Pública,Ciência Política,2006,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,Os testes incluem um estudo de efeitos fixos do tempo e efeitos fixos das diferentes sub-unidades nacionais em que as amostras nacionais são estratificadas.,TRUE,diagnostic_not_design
S0104-62762006000200009,NA,Opinião Pública,Ciência Política,2006,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762007000100001,Podem as novas tecnologias de informação e comunicação auxiliar na consolidação das democracias? Um estudo sobre a informatização dos órgãos legislativos na América do Sul,Opinião Pública,Ciência Política,2007,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762007000100003,Bases da legitimidade democrática no Brasil: adesão a valores e avaliação de desempenho,Opinião Pública,Ciência Política,2007,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,Os resultados de um modelo de regressão que estima o impacto de cada uma das vinte e quatro variáveis listadas anteriormente sobre a escala que mede a avaliação dos indivíduos acerca do regime atualmente existente.,TRUE,diagnostic_not_design
S0104-62762007000100005,Cambio constitucional y capacidades institucionales: un análisis de la protesta social en Colombia,Opinião Pública,Ciência Política,2007,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,Estas regresiones de tiempo utilizan observaciones nacionales de las variables dependiente e independiente entre los años 1964-2000.,TRUE,diagnostic_not_design
S0104-62762007000100006,Gobernando sin mayorías parlamentarias en América Latina,Opinião Pública,Ciência Política,2007,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762007000100007,Cuotas de género y tipo de lista en América Latina,Opinião Pública,Ciência Política,2007,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762007000200002,Escândalos e voto: as eleições presidenciais brasileiras de 2006,Opinião Pública,Ciência Política,2007,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"limitação de dados transversais de opinião pública, coletados em uma amostra em apenas um momento do tempo",TRUE,diagnostic_not_design
S0104-62762007000200003,Classe ideologia e política: uma interpretação dos resultados das eleições de 2002 e 2006,Opinião Pública,Ciência Política,2007,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Procedemos a um exercício de análise multivariada, que permite derivar uma função da probabilidade de que um caso seja classificado em determinada categoria da variável dependente.",TRUE,diagnostic_not_design
S0104-62762007000200004,"Identificação ideológica, partidos e voto na eleição presidencial de 2006",Opinião Pública,Ciência Política,2007,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762007000200005,Os partidos brasileiros na perspectiva dos eleitores: mudanças e continuidades na identificação partidária e na avaliação das principais legendas após 2002,Opinião Pública,Ciência Política,2007,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Foram utilizadas análises estatísticas para verificar o peso e a relação entre a avaliação dos partidos e idade, renda familiar, ideologia do eleitor, imagem do partido e avaliação do governo.",TRUE,diagnostic_not_design
S0104-62762007000200006,"Contexto político-eleitoral, minorias religiosas e voto em pleitos presidenciais (2002-2006)",Opinião Pública,Ciência Política,2007,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"As eleições presidenciais de 2002 e de 2006 são usadas como pano de fundo para uma análise comparada. Esses dois pleitos formam, em conjunto, um interessante “experimento natural”.",TRUE,diagnostic_not_design
S0104-62762007000200007,Eleitorado e partidos políticos no Brasil,Opinião Pública,Ciência Política,2007,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762008000100001,"Democracia, desconfiança política e insatisfação com o regime: o caso do Brasil",Opinião Pública,Ciência Política,2008,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"“Como os dados do Latinobarômetro têm uma estrutura de painel, todos os modelos do estudo foram rodados de forma robusta.”",TRUE,diagnostic_not_design
S0104-62762008000100003,"A difusão do Orçamento Participativo brasileiro: ""boas práticas"" devem ser promovidas?",Opinião Pública,Ciência Política,2008,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"""Um modelo de regressão logística foi utilizado para testar quatro variáveis dependentes""; o texto não apresenta estratégia explícita de identificação causal.",TRUE,diagnostic_not_design
S0104-62762008000100004,Lentas mudanças: o voto e a política tradicional,Opinião Pública,Ciência Política,2008,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762008000100005,Reeleição parlamentar: reflexões metodológicas e análise do caso da Câmara de Vereadores de Pelotas (1976-2004),Opinião Pública,Ciência Política,2008,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762008000100008,Democracia Liberal: uma novidade já desbotada entre jovens,Opinião Pública,Ciência Política,2008,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762008000200001,"Dois Lulas: a geografia eleitoral da reeleição (explorando conceitos, métodos e técnicas de análise geoespacial)",Opinião Pública,Ciência Política,2008,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,Confirmaram que a participação do Bolsa Família sobre a renda local foi um determinante deste novo contorno das bases geoeleitorais e o fator com maior peso na explicação da votação municipal.,TRUE,diagnostic_not_design
S0104-62762008000200002,A evolução do petismo (2002-2008),Opinião Pública,Ciência Política,2008,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Para testar as hipóteses acima, utilizei dados do ESEB2002 e LAPOP2007... regressão logística multinomial com erros-padrão robustos.",TRUE,diagnostic_not_design
S0104-62762008000200003,Opiniões políticas e sentimentos partidários dos eleitores brasileiros,Opinião Pública,Ciência Política,2008,2005-2011,TRUE,FALSE,none_detected,fazemos uma análise bivariada,TRUE,diagnostic_not_design
S0104-62762008000200004,Mulher para presidente do Brasil? Gênero e política na perspectiva do eleitor brasileiro,Opinião Pública,Ciência Política,2008,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,realizamos uma análise probit com os determinantes de valores igualitários em relação ao gênero,TRUE,diagnostic_not_design
S0104-62762008000200005,"Democracia formal, cultura política informal e capital social no Brasil",Opinião Pública,Ciência Política,2008,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762008000200007,A evolução do sistema partidário brasileiro: número de partidos e votação no plano subnacional 1982-2006,Opinião Pública,Ciência Política,2008,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762008000200010,NA,Opinião Pública,Ciência Política,2008,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762009000100001,Medidas de nível socioeconômico em pesquisas sociais: uma aplicação aos dados de uma pesquisa educacional,Opinião Pública,Ciência Política,2009,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762009000100002,Bolsa Família e voto na eleição presidencial de 2006: em busca do elo perdido,Opinião Pública,Ciência Política,2009,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Isso gera problemas de antecedência do efeito (voto) sobre a causa (participação no programa), levando a potencial problema de endogeneidade; em seguida, os autores estimam modelos probit sem apresentar desenho de identificação causal.",TRUE,diagnostic_not_design
S0104-62762009000100003,Mídia e representação política feminina: hipóteses de pesquisa,Opinião Pública,Ciência Política,2009,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762009000100004,Mudança institucional e atitudes políticas: a imagem pública da Assembleia Legislativa de Minas Gerais (1993-2006),Opinião Pública,Ciência Política,2009,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762009000100006,Propaganda negativa: ataque versus votos nas eleições presidenciais de 2002,Opinião Pública,Ciência Política,2009,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762009000100008,Simulação eleitoral: uma nova metodologia para a ciência política,Opinião Pública,Ciência Política,2009,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762009000100009,Sentimentos em relação à política à luz dos valores e do preconceito social,Opinião Pública,Ciência Política,2009,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,Uma maior atribuição de importância aos valores religiosos leva a uma maior favorabilidade a essa atitude.,TRUE,diagnostic_not_design
S0104-62762009000100010,Encarte de Dados,Opinião Pública,Ciência Política,2009,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762009000200001,Identidade coletiva negra e escolha eleitoral no Brasil,Opinião Pública,Ciência Política,2009,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,A hipótese inicial era que afrobrasileiros que se identificam como membros de um grupo racial são mais propensos a votarem em candidatos negros... Para testá-la... aplicamos uma regressão.,TRUE,diagnostic_not_design
S0104-62762009000200002,"Capital social, gênero e representação política no Brasil",Opinião Pública,Ciência Política,2009,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762009000200003,Percepções sobre o Programa Bolsa Família na sociedade brasileira,Opinião Pública,Ciência Política,2009,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762009000200004,Democracias liberal e iliberal na América Latina,Opinião Pública,Ciência Política,2009,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,A análise estatística das transições políticas ... examina correlatos estruturais de movimentos na direção da democracia política.,TRUE,diagnostic_not_design
S0104-62762009000200005,A tolerância à corrupção no Brasil: uma antinomia entre normas morais e prática social,Opinião Pública,Ciência Política,2009,2005-2011,TRUE,FALSE,none_detected,NA,FALSE,diagnostic_not_design
S0104-62762009000200006,A judicialização da competição política: o TSE e as coligações eleitorais,Opinião Pública,Ciência Política,2009,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762009000200008,Mídia e Política: a construção da agenda nas propostas de redução da maioridade penal na Câmara dos Deputados,Opinião Pública,Ciência Política,2009,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762010000100001,As covariantes da confiança política na América Latina,Opinião Pública,Ciência Política,2010,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,Este é um estudo exploratório que utiliza o modelo hierárquico linear para avaliar as covariantes da confiança política.,TRUE,diagnostic_not_design
S0104-62762010000100002,Participação e pós-materialismo na América Latina,Opinião Pública,Ciência Política,2010,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,A consistência desses resultados [...] precisa ser avaliada à luz de análises de regressão,TRUE,diagnostic_not_design
S0104-62762010000100003,"Tolerancia al quebrantamiento de la norma en el area metropolitana de Medellín, Colombia",Opinião Pública,Ciência Política,2010,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762010000100004,"Disputas, ajustes e acomodações na produção da agenda eleitoral: a cobertura jornalística ao Programa Bolsa Família e as eleições de 2006",Opinião Pública,Ciência Política,2010,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762010000100006,Informação política e atitudes sobre gastos governamentais e impostos no Brasil: evidências a partir de um experimento de opinião pública,Opinião Pública,Ciência Política,2010,2005-2011,TRUE,TRUE,experiment_survey,"“Um experimento embutido em uma pesquisa de opinião pública, desenhado especificamente para testar a hipótese de que informação política afeta as atitudes e posicionamentos individuais, foi conduzido no Brasil em novembro de 2004.”",FALSE,strict_design_method
S0104-62762010000100007,Visão além do alcance: uma introdução à análise fatorial,Opinião Pública,Ciência Política,2010,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762010000100008,"A dualidade na inserção política, social e familiar do idoso: estudo comparado dos casos de Brasil, Espanha e Estados Unidos",Opinião Pública,Ciência Política,2010,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762010000100010,NA,Opinião Pública,Ciência Política,2010,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762010000200001,Os significados da democracia segundo os brasileiros,Opinião Pública,Ciência Política,2010,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,NA,TRUE,diagnostic_not_design
S0104-62762010000200002,As bases eleitorais de Lula e do PT: do distanciamento ao divórcio,Opinião Pública,Ciência Política,2010,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Elaboramos modelos de regressão para cada série de eleições: no primeiro, avaliamos a relação entre as votações de Lula e as votações dos deputados federais.",TRUE,diagnostic_not_design
S0104-62762010000200003,O Papel do Estado e Cultura Política na Argentina e no Brasil,Opinião Pública,Ciência Política,2010,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762010000200004,Porque dinheiro importa: a dinâmica das contribuições eleitorais para o Congresso Nacional em 2002 e 2006,Opinião Pública,Ciência Política,2010,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762010000200005,Um modelo para medir os efeitos da cobertura da imprensa no voto: teste nas eleições de 2002 e 2006,Opinião Pública,Ciência Política,2010,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Por terem sido coletados ao longo dos anos eleitorais de 2002 e 2006, eles serão tratados como uma série histórica; os testes estatísticos serão apropriados à análise de séries temporais.",TRUE,diagnostic_not_design
S0104-62762010000200007,Participação e deliberação na internet: um estudo de caso do Orçamento Participativo Digital de Belo Horizonte,Opinião Pública,Ciência Política,2010,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762010000200009,Razão e emoção: o voto na eleição presidencial de 2006,Opinião Pública,Ciência Política,2010,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762010000200011,Tendências,Opinião Pública,Ciência Política,2010,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0104-62762011000100001,Ainda conectado: o PT e seus vínculos com a sociedade,Opinião Pública,Ciência Política,2011,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0103-33522011000100013,Partido de Representação Popular: estrutura interna e inserção eleitoral (1945-1965),Revista Brasileira de Ciência Política,Ciência Política,2011,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0103-33522011000200007,Visibilidade política e controle da produção jornalística nos veículos de comunicação da Câmara dos Deputados,Revista Brasileira de Ciência Política,Ciência Política,2011,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0103-33522012000100003,Aborto e ativismo religioso nas eleições de 2010,Revista Brasileira de Ciência Política,Ciência Política,2012,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0103-33522012000100011,Conferências de políticas públicas: um sistema integrado de participação e deliberação?,Revista Brasileira de Ciência Política,Ciência Política,2012,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0103-33522012000100012,Eleições municipais comparadas: a escolha do chefe do executivo no Brasil e no Uruguai e o impacto sobre os sistemas partidários locais (2000-2005),Revista Brasileira de Ciência Política,Ciência Política,2012,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0103-33522012000200002,A universidade na trajetória dos parlamentares brasileiros,Revista Brasileira de Ciência Política,Ciência Política,2012,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0103-33522012000200003,Manda quem pode: a elite governante da cultura em Portugal (1976-2011),Revista Brasileira de Ciência Política,Ciência Política,2012,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0103-33522012000200004,Carreiras políticas e nepotismo na Terceira República francesa (1871-1940),Revista Brasileira de Ciência Política,Ciência Política,2012,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0103-33522012000200006,Entrando na arena?: gênero e a decisão de concorrer a um cargo eletivo,Revista Brasileira de Ciência Política,Ciência Política,2012,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"A terceira coluna na Tabela 3 mostra os coeficientes de regressão logística predizendo quem lança uma candidatura, controlando ... as variáveis de socialização tradicional de gênero.",TRUE,diagnostic_not_design
S0103-33522012000200007,As lógicas do recrutamento político,Revista Brasileira de Ciência Política,Ciência Política,2012,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0103-33522012000200008,Propensão ao risco e ambição progressiva: o caso dos deputados federais nos Estados Unidos,Revista Brasileira de Ciência Política,Ciência Política,2012,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0103-33522012000200009,Associativismo e representação política feminina no Brasil,Revista Brasileira de Ciência Política,Ciência Política,2012,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0103-33522013000100002,Democracia e economia solidária: limitações e potencialidades,Revista Brasileira de Ciência Política,Ciência Política,2013,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0103-33522013000100003,"Modelando a participação social: uma análise da propensão à inserção em instituições participativas, a partir de características socioeconômicas e políticas",Revista Brasileira de Ciência Política,Ciência Política,2013,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,A sexta parte envolve testes de causalidade via recurso a técnicas de regressão logística.,TRUE,diagnostic_not_design
S0103-33522013000100004,A rede de solução de problemas do peronismo,Revista Brasileira de Ciência Política,Ciência Política,2013,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0103-33522013000100007,Organização e poder nos partidos brasileiros: uma análise dos estatutos,Revista Brasileira de Ciência Política,Ciência Política,2013,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0103-33522013000200001,Administrando o debate público: O Globo e a controvérsia em torno das cotas raciais,Revista Brasileira de Ciência Política,Ciência Política,2013,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0103-33522013000200003,Ações afirmativas no vestibular da UFPR entre 2005 a 2012: de política afirmativa racial a política afirmativa de gênero,Revista Brasileira de Ciência Política,Ciência Política,2013,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0103-33522013000200008,A democracia disjuntiva no contexto brasileiro: algumas considerações a partir do trabalho das delegacias de polícia,Revista Brasileira de Ciência Política,Ciência Política,2013,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0103-33522014000100009,A estabilidade e a efetividade da preferência partidária no Brasil,Revista Brasileira de Ciência Política,Ciência Política,2014,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,Ainda que não seja possível constatar a direção de causalidade entre as duas preferências.,TRUE,diagnostic_not_design
S0103-33522014000200007,Mediatização da religião e esfera pública nas eleições paulistanas de 2012,Revista Brasileira de Ciência Política,Ciência Política,2014,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
