pid,title,year,journal_title,audited_agent_id,field,status,severity,overall_fidelity_status,reason,classification_value,supporting_excerpt,file
S0102-64452024000200304,ENTRE A FÉ E A EXPRESSÃO POLÍTICA. ETNOGRAFIA DAS INTERAÇÕES ENTRE PASTORES E FIÉIS EVANGÉLICOS DURANTE AS ELEIÇÕES DE 2022 NO RIO DE JANEIRO,2024,Lua Nova: Revista de Cultura e Política,agent_c,sample_size_quote,not_found_in_text,high,fail,The quote appears in the body text but does not clearly support the paired sample-size value.,Fiz observações etnográficas em 35 cultos e conduzi 18 entrevistas com fiéis evangélicos da igreja local e 3 entrevistas com os pastores.,"precisava avisar o pastor se estivesse ausente por vários dias. Fiz observações etnográficas em 35 cultos e conduzi 18 entrevistas com fiéis evangélicos da igreja local e 3 entrevistas com os pastores. Como outros etnólogos que pesquisaram em campos religiosos (Fancello, 2008",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-64452024000200304.json
S0102-69092013000300008,"Profissionalismo, diferença e diversidade na advocacia e na magistratura paulistas",2013,Revista Brasileira de Ciências Sociais,agent_c,sample_size,not_found_in_text,high,fail,The accompanying quote is in the body text but does not clearly contain the classified sample size with sample-unit language.,200,identidade e relações sociais de gênero na profissão. O terceiro tópico focaliza a nova forma de organização da advocacia e a estratificação da prática privada a partir de dados quantitativos coletados nos sites de duzentas sociedades de advogados em São Paulo. O,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092013000300008.json
S0102-69092013000300008,"Profissionalismo, diferença e diversidade na advocacia e na magistratura paulistas",2013,Revista Brasileira de Ciências Sociais,agent_c,sample_size_quote,not_found_in_text,high,fail,The quote appears in the body text but does not clearly support the paired sample-size value.,O terceiro tópico focaliza a nova forma de organização da advocacia e a estratificação da prática privada a partir de dados quantitativos coletados nos sites de duzentas sociedades de advogados em São Paulo.,identidade e relações sociais de gênero na profissão. O terceiro tópico focaliza a nova forma de organização da advocacia e a estratificação da prática privada a partir de dados quantitativos coletados nos sites de duzentas sociedades de advogados em São Paulo. O,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092013000300008.json
S0102-69092018000300507,O OVO E A GALINHA. Estudo do enquadramento e da recepção da cobertura jornalística no pleito de 2014,2018,Revista Brasileira de Ciências Sociais,agent_a,paper_uses_survey_data,not_found_in_text,high,fail,"The classification claims survey data, but no own-analysis survey/questionnaire/opinion-poll evidence was found.",uses_public_available_survey,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-69092018000300507.json
S0102-69092018000300507,O OVO E A GALINHA. Estudo do enquadramento e da recepção da cobertura jornalística no pleito de 2014,2018,Revista Brasileira de Ciências Sociais,agent_b,paper_uses_survey_data,not_found_in_text,high,fail,"The classification claims survey data, but no own-analysis survey/questionnaire/opinion-poll evidence was found.",uses_public_available_survey,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092018000300507.json
S0102-69092018000300507,O OVO E A GALINHA. Estudo do enquadramento e da recepção da cobertura jornalística no pleito de 2014,2018,Revista Brasileira de Ciências Sociais,agent_c,main_variable_relationship,not_found_in_text,high,fail,The specific IV-DV relationship claims were not found with result-language support in the body.,"[{""iv_var_name"":""media_exposure"",""dv_var_name"":""government_evaluation"",""relationship_type"":""Unknown"",""statistically_significant"":true,""substantively_significant"":true},{""iv_var_name"":""media_exposure"",""dv_var_name"":""economic_evaluation"",""relationship_type"":""Unknown"",""statistically_significant"":true,""substantively_significant"":true}]",,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092018000300507.json
S0102-69092018000300507,O OVO E A GALINHA. Estudo do enquadramento e da recepção da cobertura jornalística no pleito de 2014,2018,Revista Brasileira de Ciências Sociais,agent_c,paper_uses_survey_data,not_found_in_text,high,fail,"The classification claims survey data, but no own-analysis survey/questionnaire/opinion-poll evidence was found.",uses_public_available_survey,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092018000300507.json
S0102-69092019000200505,CLASSE SOCIAL E ALIMENTAÇÃO: PADRÕES DE CONSUMO ALIMENTAR NO BRASIL CONTEMPORÂNEO,2019,Revista Brasileira de Ciências Sociais,agent_a,paper_uses_survey_data,not_found_in_text,high,fail,"The classification claims survey data, but no own-analysis survey/questionnaire/opinion-poll evidence was found.",uses_public_available_survey,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-69092019000200505.json
S0102-69092019000200505,CLASSE SOCIAL E ALIMENTAÇÃO: PADRÕES DE CONSUMO ALIMENTAR NO BRASIL CONTEMPORÂNEO,2019,Revista Brasileira de Ciências Sociais,agent_b,paper_uses_survey_data,not_found_in_text,high,fail,"The classification claims survey data, but no own-analysis survey/questionnaire/opinion-poll evidence was found.",uses_public_available_survey,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000200505.json
S0102-69092019000200505,CLASSE SOCIAL E ALIMENTAÇÃO: PADRÕES DE CONSUMO ALIMENTAR NO BRASIL CONTEMPORÂNEO,2019,Revista Brasileira de Ciências Sociais,agent_c,paper_uses_survey_data,not_found_in_text,high,fail,"The classification claims survey data, but no own-analysis survey/questionnaire/opinion-poll evidence was found.",uses_public_available_survey,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092019000200505.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_a,paper_uses_survey_data,not_found_in_text,high,fail,"The classification claims survey data, but no own-analysis survey/questionnaire/opinion-poll evidence was found.",uses_public_available_survey,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_b,paper_uses_survey_data,not_found_in_text,high,fail,"The classification claims survey data, but no own-analysis survey/questionnaire/opinion-poll evidence was found.",uses_public_available_survey,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_c,main_variable_relationship,not_found_in_text,high,fail,The specific IV-DV relationship claims were not found with result-language support in the body.,"[{""iv_var_name"":""women_characteristics"",""dv_var_name"":""ideal_sex_composition"",""relationship_type"":""Unknown"",""statistically_significant"":true,""substantively_significant"":true}]",,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_c,paper_uses_survey_data,not_found_in_text,high,fail,"The classification claims survey data, but no own-analysis survey/questionnaire/opinion-poll evidence was found.",uses_public_available_survey,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092019000300509.json
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,agent_c,main_variable_relationship,not_found_in_text,high,fail,The specific IV-DV relationship claims were not found with result-language support in the body.,"[{""iv_var_name"":""suas_arrangement_and_local_capacity"",""dv_var_name"":""specific_pct_service_strategy"",""relationship_type"":""Unknown"",""statistically_significant"":true,""substantively_significant"":true}]",,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092024000100506.json
S0103-33522014000300315,Crime e Congresso Nacional: uma an&#225;lise da pol&#237;tica criminal aprovada de 1989 a 2006,2014,Revista Brasileira de Ciência Política,agent_c,sample_size,not_found_in_text,high,fail,The accompanying quote is in the body text but does not clearly contain the classified sample size with sample-unit language.,84,"política criminal brasileira aprovada de 1989 a 2006 A seguir, apresento os dados coletados nesta pesquisa de acordo com algumas variáveis que serão apresentadas em relação às 84 leis aprovadas e transformadas em leis ordinárias. Com relação aos partidos, estados e regiões",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0103-33522014000300315.json
S0103-33522014000300315,Crime e Congresso Nacional: uma an&#225;lise da pol&#237;tica criminal aprovada de 1989 a 2006,2014,Revista Brasileira de Ciência Política,agent_c,sample_size_quote,not_found_in_text,high,fail,The quote appears in the body text but does not clearly support the paired sample-size value.,"A seguir, apresento os dados coletados nesta pesquisa de acordo com algumas variáveis que serão apresentadas em relação às 84 leis aprovadas e transformadas em leis ordinárias.","política criminal brasileira aprovada de 1989 a 2006 A seguir, apresento os dados coletados nesta pesquisa de acordo com algumas variáveis que serão apresentadas em relação às 84 leis aprovadas e transformadas em leis ordinárias. Com relação aos partidos, estados e regiões",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0103-33522014000300315.json
S0103-33522017000300191,Ciclos de protesto e repertório de ação do movimento indígena brasileiro entre 2009 e 2016: o caso da PEC 215,2017,Revista Brasileira de Ciência Política,agent_c,sample_size,not_found_in_text,high,fail,The accompanying quote is in the body text but does not clearly contain the classified sample size with sample-unit language.,54,"do Sul, de Goiás, do Maranhão, de Pernambuco, do Pará e no Distrito Federal. O total de 54 atividades ao longo de 18 meses suscita algumas reflexões interessantes. Com menor frequência estão as atividades de marchas e passeatas, seguidas da ocupação de",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0103-33522017000300191.json
S0103-33522017000300191,Ciclos de protesto e repertório de ação do movimento indígena brasileiro entre 2009 e 2016: o caso da PEC 215,2017,Revista Brasileira de Ciência Política,agent_c,sample_size_quote,not_found_in_text,high,fail,The quote appears in the body text but does not clearly support the paired sample-size value.,O total de 54 atividades ao longo de 18 meses suscita algumas reflexões interessantes.,"do Sul, de Goiás, do Maranhão, de Pernambuco, do Pará e no Distrito Federal. O total de 54 atividades ao longo de 18 meses suscita algumas reflexões interessantes. Com menor frequência estão as atividades de marchas e passeatas, seguidas da ocupação de",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0103-33522017000300191.json
