pid,title,year,journal_title,agent_id,field,value,previous_value
S0104-62762020000100034,Medo da violência e adesão ao autoritarismo no Brasil: proposta metodológica e resultados em 2017,2020,Opinião Pública,agent_a,brief_justification,"O corpo de ""Medo da violência e adesão ao autoritarismo no Brasil: proposta metodológica e resultados em 2017"" analisa dados quantitativos, administrativos ou de survey com procedimento empírico próprio ou secundário claramente descrito. A classificação é conservadora: detalhes causais, variáveis e identificação só foram preenchidos quando o texto os declarou de forma explícita.",Original survey (2017) examining the relationship between fear of violence and adherence to authoritarian positions in Brazil. Proposes a methodological tool and presents results.
S0104-62762020000100034,Medo da violência e adesão ao autoritarismo no Brasil: proposta metodológica e resultados em 2017,2020,Opinião Pública,agent_b,brief_justification,"O artigo ""Medo da violência e adesão ao autoritarismo no Brasil: proposta metodológica e resultados em 2017"" conduz análise quantitativa própria ou secundária, predominantemente descritiva/associacional. Não identifiquei desenho de identificação causal, estimando causal ou suposições de identificação no texto.",Original survey (2017) examining the relationship between fear of violence and adherence to authoritarian positions in Brazil. Proposes a methodological tool and presents results.
S0104-62762020000100034,Medo da violência e adesão ao autoritarismo no Brasil: proposta metodológica e resultados em 2017,2020,Opinião Pública,agent_c,brief_justification,"O artigo aplica survey nacional e constrói/valida uma escala de autoritarismo com análise fatorial e confiabilidade. A análise é quantitativa e metodológica, mas descritiva/associativa, sem desenho causal.",Original survey (2017) examining the relationship between fear of violence and adherence to authoritarian positions in Brazil. Proposes a methodological tool and presents results.
S0104-62762021000100051,A mobilização cívica e política na era das redes sociais: uma análise da ação de movimentos sociais no Facebook,2021,Opinião Pública,agent_a,brief_justification,"O corpo de ""A mobilização cívica e política na era das redes sociais: uma análise da ação de movimentos sociais no Facebook"" combina evidência quantitativa com documentos, entrevistas, análise de conteúdo ou estudo de caso. Mantive nulos os campos de identificação causal, placebo e relações IV-DV quando o texto não sustentava uma leitura causal precisa.","Content analysis of Facebook pages and interviews with activists about social movements during Portugal austerity crisis. Comparative Politics, single country (Portugal)."
S0104-62762021000100051,A mobilização cívica e política na era das redes sociais: uma análise da ação de movimentos sociais no Facebook,2021,Opinião Pública,agent_b,brief_justification,"O artigo ""A mobilização cívica e política na era das redes sociais: uma análise da ação de movimentos sociais no Facebook"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação.","Content analysis of Facebook pages and interviews with activists about social movements during Portugal austerity crisis. Comparative Politics, single country (Portugal)."
S0104-62762021000100051,A mobilização cívica e política na era das redes sociais: uma análise da ação de movimentos sociais no Facebook,2021,Opinião Pública,agent_c,brief_justification,"O artigo declara metodologia mista, com análise quantitativa de conteúdo em páginas de Facebook e entrevistas com ativistas. A análise é descritiva e interpretativa, sem regressões ou significância.","Content analysis of Facebook pages and interviews with activists about social movements during Portugal austerity crisis. Comparative Politics, single country (Portugal)."
S0104-62762025000100204,Quem guarda os guardas? Análise descritiva e proposta classificatória das ouvidorias penitenciárias estaduais,2025,Opinião Pública,agent_a,brief_justification,"O corpo de ""Quem guarda os guardas? Análise descritiva e proposta classificatória das ouvidorias penitenciárias estaduais"" conduz análise empírica qualitativa ou histórico-documental, não uma análise quantitativa de dados observacionais ou experimentais. Os campos estatísticos e de desenho causal foram preenchidos apenas quando o método estava claramente declarado no texto.","Descriptive analysis and classification of 19 state penitentiary ombudsmen in Brazil using interviews, document analysis, and FOI data."
S0104-62762025000100204,Quem guarda os guardas? Análise descritiva e proposta classificatória das ouvidorias penitenciárias estaduais,2025,Opinião Pública,agent_b,brief_justification,"O artigo ""Quem guarda os guardas? Análise descritiva e proposta classificatória das ouvidorias penitenciárias estaduais"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação.","Descriptive analysis and classification of 19 state penitentiary ombudsmen in Brazil using interviews, document analysis, and FOI data."
S0104-62762025000100204,Quem guarda os guardas? Análise descritiva e proposta classificatória das ouvidorias penitenciárias estaduais,2025,Opinião Pública,agent_c,brief_justification,"O artigo combina entrevistas, documentos, normas, relatórios e LAI para descrever e classificar ouvidorias penitenciárias estaduais. Há quantificações descritivas, mas o desenho principal é qualitativo/classificatório, sem modelo estatístico.","Descriptive analysis and classification of 19 state penitentiary ombudsmen in Brazil using interviews, document analysis, and FOI data."
S0104-62762025000100220,"Determinantes da confiança na Polícia Nacional: o caso dos Carabineros chilenos, 2015-2020",2025,Opinião Pública,agent_a,brief_justification,"O corpo de ""Determinantes da confiança na Polícia Nacional: o caso dos Carabineros chilenos, 2015-2020"" analisa dados quantitativos, administrativos ou de survey com procedimento empírico próprio ou secundário claramente descrito. A classificação é conservadora: detalhes causais, variáveis e identificação só foram preenchidos quando o texto os declarou de forma explícita.",Uses Latinobarometro surveys (2015-2020) to analyze determinants of trust in Chilean police (Carabineros). Finds trust in judicial system and corruption perceptions matter more than insecurity.
