pid,audited_agent_id,field,status,severity,reason,supporting_excerpt,classification_value,overall_fidelity_status,file
S0011-52582013000100006,agent_a,claims_any_statistically_significant_results,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582013000100006.json
S0011-52582013000100006,agent_a,references_power_analysis,supported_by_text,none,The classification does not claim a power-analysis reference.,,FALSE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582013000100006.json
S0011-52582013000100006,agent_a,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification does not claim preregistration or a pre-analysis plan.,,FALSE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582013000100006.json
S0011-52582015000200461,agent_a,sample_size,supported_by_text,none,The classification makes no sample-size claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000200461.json
S0011-52582015000200461,agent_a,sample_size_quote,supported_by_text,none,The classification makes no sample-size quotation claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000200461.json
S0011-52582015000200461,agent_a,independent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000200461.json
S0011-52582015000200461,agent_a,dependent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000200461.json
S0011-52582015000200461,agent_a,main_variable_relationship,supported_by_text,none,The classification makes no specific IV-DV relationship claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000200461.json
S0011-52582015000200461,agent_a,paper_uses_survey_data,supported_by_text,none,No own-analysis survey/questionnaire/opinion-poll evidence was found; contextual or qualitative-interview mentions are not counted.,,no_survey_data,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000200461.json
S0011-52582015000200461,agent_a,uses_original_dataset,not_found_in_text,medium,"The original-dataset category is specific, but supporting data-construction evidence was not found.",,structure_systematize,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000200461.json
S0011-52582015000200461,agent_a,main_causal_research_design,supported_by_text,none,The classification makes no causal-research-design claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000200461.json
S0011-52582015000200461,agent_a,makes_explicit_causal_claim,contradicted_by_text,medium,"The classification is false, but the body contains direct evidence for the field.","propunha uma estratégia dual, que combinava programas focalizados com a confiança renovada nas virtudes redentoras do crescimento econômico e d o ""efe ito derrame"" - isto é, o gotejamento gradual da renda para os estratos mais baixos da estrutura social. Não por",FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000200461.json
S0011-52582015000200461,agent_a,makes_implicit_causal_claim,supported_by_text,none,The classification does not claim implicit causal language.,,FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000200461.json
S0011-52582015000200461,agent_a,statement_of_identification_assumptions,supported_by_text,none,The classification makes no determinate identification-assumption claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000200461.json
S0011-52582015000200461,agent_a,statement_of_identification_assumptions_quote,supported_by_text,none,The classification makes no quotation claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000200461.json
S0011-52582015000200461,agent_a,specifies_estimate_equations,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000200461.json
S0011-52582015000200461,agent_a,effort_to_explore_mechanisms,supported_by_text,none,The classification makes no mechanism-effort claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000200461.json
S0011-52582015000200461,agent_a,claims_any_statistically_significant_results,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000200461.json
S0011-52582015000200461,agent_a,references_power_analysis,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000200461.json
S0011-52582015000200461,agent_a,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000200461.json
S0011-52582015000401131,agent_a,sample_size,supported_by_text,none,The classification makes no sample-size claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000401131.json
S0011-52582015000401131,agent_a,sample_size_quote,supported_by_text,none,The classification makes no sample-size quotation claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000401131.json
S0011-52582015000401131,agent_a,independent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000401131.json
S0011-52582015000401131,agent_a,dependent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000401131.json
S0011-52582015000401131,agent_a,main_variable_relationship,supported_by_text,none,The classification makes no specific IV-DV relationship claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000401131.json
S0011-52582015000401131,agent_a,paper_uses_survey_data,supported_by_text,none,No own-analysis survey/questionnaire/opinion-poll evidence was found; contextual or qualitative-interview mentions are not counted.,,no_survey_data,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000401131.json
S0011-52582015000401131,agent_a,uses_original_dataset,supported_by_text,none,The classification makes no original-dataset claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000401131.json
S0011-52582015000401131,agent_a,main_causal_research_design,supported_by_text,none,The classification makes no causal-research-design claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000401131.json
S0011-52582015000401131,agent_a,makes_explicit_causal_claim,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000401131.json
S0011-52582015000401131,agent_a,makes_implicit_causal_claim,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000401131.json
S0011-52582015000401131,agent_a,statement_of_identification_assumptions,supported_by_text,none,The classification makes no determinate identification-assumption claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000401131.json
S0011-52582015000401131,agent_a,statement_of_identification_assumptions_quote,supported_by_text,none,The classification makes no quotation claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000401131.json
S0011-52582015000401131,agent_a,specifies_estimate_equations,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000401131.json
S0011-52582015000401131,agent_a,effort_to_explore_mechanisms,supported_by_text,none,The classification makes no mechanism-effort claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000401131.json
S0011-52582015000401131,agent_a,claims_any_statistically_significant_results,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000401131.json
S0011-52582015000401131,agent_a,references_power_analysis,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000401131.json
S0011-52582015000401131,agent_a,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582015000401131.json
S0011-52582017000200395,agent_a,sample_size,supported_by_text,none,The classification makes no sample-size claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0011-52582017000200395.json
