pid,title,journal_title,input_text_hash,is_empirical_paper,empirical_evidence_type,is_empirical_quant_paper_torreblanca,is_empirical_qual_paper,quantitative_analysis_type,quantitative_analysis_evidence_quote,has_statistical_inference,statistical_inference_quote,qualitative_analysis_goal,qualitative_goal_clarity,qualitative_goal_quote,causal_or_explanatory_claim_present,causal_or_explanatory_claim_quote,credibility_revolution_screen_applicable,credibility_revolution_screen_reason,credibility_revolution_method_present,credibility_revolution_method_type,causal_design_quote,main_variables_or_relationship,sample_or_data_source,tough_call,tough_call_reason,brief_justification
S0034-76122009000300003,Exames de mamografia em Mato Grosso do Sul: análise da cobertura como componente de equidade,Revista de Administração Pública,3d45a2ef8136d8eed3d1e318f0d5595f3dcd173b8fcb44563ff0db367ab3ad03,TRUE,quantitative_only,TRUE,FALSE,descriptive_statistics_only,"Os dados da população por faixa etária foram extraídos do Datasus, com base nas estimativas do IBGE para 2004 (Ministério da Saúde, Datasus, 2006).",FALSE,,,,,TRUE,"Introdução No Brasil, o câncer de mama é a maior causa de óbitos por câncer na população feminina na faixa etária entre 40 e 69 anos.",FALSE,descriptive_quantitative_only,,,,Relações empíricas quantitativas analisadas no artigo sobre: Exames de mamografia em Mato Grosso do Sul: análise da cobertura como componente de equidade.,dados secundários referentes ao ano de 2004.,FALSE,,"O body contém análise quantitativa própria ou reanálise de dados, classificada como descriptive_statistics_only. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0034-76122009000600006,Accountability: já podemos traduzi-la para o português?,Revista de Administração Pública,1b2816aaf166ceb6fb57940a24bc1c202bd0e348f8915a06e1e60c3a7edee6f0,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,"survey realizada em 1998, concluiu que os brasileiros preferem a democracia a qualquer outro tipo de governo, mas se necessário, aceitam o recurso do líder autoritário.",FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0034-76122011000400011,A unidade dos contrários: fordismo e pós-fordismo,Revista de Administração Pública,4045851fdb04f6f826fdda70bff90f13f42b714085ff2fd625a99997ba41dbe3,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,"dados nas máquinas de datilografar, de tipografia ou de fichas preenchidas nas máquinas contábeis.",FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0034-76122014000100004,Legitimidade das organizações da sociedade civil: análise de conteúdo à luz da teoria da capacidade crítica,Revista de Administração Pública,b71b7ec605988b721ecb8903d49ce75166f4b1781a13bccb7241d0a6b3d4e26a,TRUE,mixed_empirical,TRUE,TRUE,descriptive_statistics_only,"Na pré-análise, além da definição da problemática do estudo, da concepção do quadro analítico e do levantamento das hipóteses, foi feita a delimitação da amostra da pesquisa e elaborados os questionários.",FALSE,,mixed_descriptive_explanatory,clear,Todas as entrevistas foram depois transcritas em sua íntegra.,TRUE,"...s, 2000); (iii) A representatividade e atuação em espaço público (Atack, 1999; Collingwood, 2006; Edwards, 2000; Vedder, 2007); (iv) A causa e os valores expressos pela organização (Atack, 1999; Edwards, 2000). Esses aspectos podem ser relacionados com as três dimensões...",FALSE,descriptive_quantitative_only,,,,Relações empíricas quantitativas analisadas no artigo sobre: Legitimidade das organizações da sociedade civil: análise de conteúdo à luz da teoria da capacidade crítica.,dados pelos atores.,FALSE,,"O body contém análise quantitativa própria ou reanálise de dados, classificada como descriptive_statistics_only. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0034-76122014000500011,Dificuldades e perspectivas no acesso de micro e pequenas empresas a linhas de crédito públicas: o caso de Chapecó,Revista de Administração Pública,041016d752dd75380cf01cae385b8ba5dda71d80368bcc2cd25ec71fc8b38e45,TRUE,mixed_empirical,TRUE,TRUE,bivariate_tests_or_correlations_only,"Segundo Gil (2010), a amostra estratificada caracteriza-se pela seleção de subgrupo, na amostragem não proporcional a extensão das amostras dos vários estratos não é proporcional à extensão desses extratos em relação ao universo.",TRUE,"Ao cruzarmos os dados sobre o conhecimento e o grau de escolaridade dos respondentes constatamos que não houve significativa relevância nessa relação, na medida em que em todos os níveis de escolaridade a maioria desconhece a linha.",mixed_descriptive_explanatory,clear,...o das microempresas e identificamos as dificuldades enfrentadas pelas mesmas. Após a análise dos questionários foram realizadas quatro entrevistas semiestruturadas no período de dezembro 2011 a janeiro de 2012 com representantes de instituições de apoio e financeiras: A...,TRUE,"Dessa forma, a política que tem como fundamento uma inclusão causa uma exclusão desses grupos.",TRUE,bivariate_or_correlation_screen,FALSE,"[""none_detected""]",,Relações empíricas quantitativas analisadas no artigo sobre: Dificuldades e perspectivas no acesso de micro e pequenas empresas a linhas de crédito públicas: o caso de Chapecó.,"dados consolidados por porte de empresas ou por faixa de faturamento do tomador do crédito (Zica, Martins e Chaves, 2008:3).",FALSE,,"O body contém análise quantitativa própria ou reanálise de dados, classificada como bivariate_tests_or_correlations_only. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0034-76122014000600003,Problema da falta de vagas em creches: matriz de loops e a priorização de causas de problemas complexos,Revista de Administração Pública,3f1684e862421b1dcc0d837a170dfc8883d445939d5ae302959d025af2911d10,TRUE,qualitative_only,FALSE,TRUE,none,,,,mixed_descriptive_explanatory,clear,"...ama de Ishikawa (espinha de peixe), diagrama causa e efeito, rodas de impacto, diagrama de árvore, mapas estratégicos e ferramentas de mapeamento de avaliação de risco"" (Scavarda et al., 2006:264, tradução nossa). Essa visão se justifica considerando que a maioria dos p...",TRUE,"...roblema adequado para a presente pesquisa, que objetiva: evidenciar a utilidade e os procedimentos operacionais para aplicação do mapa causal e da matriz de loops para análise de problemas complexos no contexto da esfera pública. Assim, o contexto da falta de vagas em c...",FALSE,qualitative_only,,,,Evidência qualitativa usada para reconstruir ou explicar o objeto do artigo: Problema da falta de vagas em creches: matriz de loops e a priorização de causas de problemas complexos.,"dados em cadeiras dispostas na forma de arco, permitindo a todos se verem, bem como enxergarem a tela de projeção.",TRUE,O artigo qualitativo menciona números contextuais; a regra anti-falso-positivo impediu classificá-lo como quantitativo.,"O body usa evidência qualitativa substantiva, como reconstrução histórica, estudo de caso, documentos, discursos ou entrevistas. Não há análise quantitativa original apoiada pelo texto."
S0034-76122015000300563,"A configuração institucional da política de esporte no Brasil: organização, evolução e dilemas",Revista de Administração Pública,1facc1d90f60ac23a7a2ec7b3899ac7ceab19baaf789cabf16fd9d64d38a42c7,TRUE,qualitative_only,FALSE,TRUE,none,,,,mixed_descriptive_explanatory,clear,The aim of this article is to describe the many political institutions responsible for the formulation and implementation of sport policy in Brazil throughout the 20th century and the 21st century.,TRUE,"As these theoretical assumptions, analyzes and interpretations should therefore focus not only on specific institutions, but causal processes operating in an institutional level.",FALSE,qualitative_only,,,,"Evidência qualitativa usada para reconstruir ou explicar o objeto do artigo: A configuração institucional da política de esporte no Brasil: organização, evolução e dilemas.",tself determine institutional effects.,TRUE,O artigo qualitativo menciona números contextuais; a regra anti-falso-positivo impediu classificá-lo como quantitativo.,"O body usa evidência qualitativa substantiva, como reconstrução histórica, estudo de caso, documentos, discursos ou entrevistas. Não há análise quantitativa original apoiada pelo texto."
S0034-76122016000500745,A auditoria de custos e preços: eficácia nos serviços contratantes de defesa na Espanha,Revista de Administração Pública,1352f5825f633eb25b3ef4d22528f233bbd84072b7804ab4087a61b5eacc91f4,TRUE,qualitative_only,FALSE,TRUE,none,,,,mixed_descriptive_explanatory,clear,,TRUE,"In addition, comparative studies with other European countries have been conducted, and the notable influence of US contract audit methodology on the Spanish system has been highlighted.",FALSE,qualitative_only,,,,Evidência qualitativa usada para reconstruir ou explicar o objeto do artigo: A auditoria de custos e preços: eficácia nos serviços contratantes de defesa na Espanha.,tself.,TRUE,O artigo qualitativo menciona números contextuais; a regra anti-falso-positivo impediu classificá-lo como quantitativo.,"O body usa evidência qualitativa substantiva, como reconstrução histórica, estudo de caso, documentos, discursos ou entrevistas. Não há análise quantitativa original apoiada pelo texto."
S0034-76122016000600959,"Análise de políticas públicas no Brasil: de uma prática não nomeada à institucionalização do ""campo de públicas""",Revista de Administração Pública,267ee49216032bd79cacd09fcb05b1697f6994125f413f3816938e33159e6a9e,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0034-76122017000500879,Determinantes para o cumprimento de prazo e preço em obras da educação: uma análise nos municípios capixabas,Revista de Administração Pública,50d7a49172f14e504855d962c10a441650dc23104f6f0e856bc5a1ca1a872437,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,"1 Coleta de dados A amostra foi com base na disponibilidade dos dados, o que corresponde aos municípios capixabas que têm divulgado a execução de suas obras no Geo-Obras.",FALSE,,,,,TRUE,O PIB per capita tem efeitos positivos sobre o escore de eficiência.,TRUE,statistical_modeling_screen,FALSE,"[""observational_regression_with_causal_claim_no_design""]",,Relações empíricas quantitativas analisadas no artigo sobre: Determinantes para o cumprimento de prazo e preço em obras da educação: uma análise nos municípios capixabas.,"Tribunal Superior Eleitoral (TSE),3 por meio das opções de eleições 2004, 2008 e 2012.",TRUE,"Modelagem observacional com linguagem causal/explanatória, mas sem desenho de identificação moderno detectado.","O body contém análise quantitativa própria ou reanálise de dados, classificada como statistical_modeling. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0034-76122020000100181,"Ecossistema de inovação social, sustentabilidade e experimentação democrática: um estudo em Florianópolis",Revista de Administração Pública,e20cd9d9a382e0a9cde1199a8e29d48a0b860252a3fc7c08974ed9eb776d650b,TRUE,qualitative_only,FALSE,TRUE,none,,,,mixed_descriptive_explanatory,clear,"Com base nisso, realizou-se um mapeamento exploratório de leis e políticas públicas de suporte à inovação social no município, a partir de uma análise documental nos âmbitos federal, estadual e municipal.",TRUE,"...a análise das arenas públicas deve considerar a balística das transformações sociais (Chateauraynaud, 2011), ou seja, como determinada causa ou problema público se ressignifica e assume novas configurações ao longo do tempo, levando a mais ou menos mobilização, engajame...",FALSE,qualitative_only,,,,"Evidência qualitativa usada para reconstruir ou explicar o objeto do artigo: Ecossistema de inovação social, sustentabilidade e experimentação democrática: um estudo em Florianópolis.",dados científicas em outubro de 2016.,FALSE,,"O body usa evidência qualitativa substantiva, como reconstrução histórica, estudo de caso, documentos, discursos ou entrevistas. Não há análise quantitativa original apoiada pelo texto."
